gloss,freq
repulsive,2
request,1
require,3
required,6
requires,4
rescue,15
rescued,6
rescuer,1
rescuers,1
rescues,1
rescuing,1
research,2
resembles,2
reserved,1
residence,1
resist,6
resisted,1
resolutions,1
resolved,1
resounding,1
resources,1
respeckful,1
respect,5
respectable,5
respected,1
respectfully,1
responded,1
responsibilities,1
responsible,6
rest,47
restaurant,6
restaurants,1
rested,4
restful,2
resting,6
restoration,1
restuffing,1
result,6
resulted,1
results,2
resumed,1
retire,2
retired,1
retirement,1
retiring,1
retorted,1
retraced,1
retraining,1
retreated,1
retrieve,1
retrieved,1
return,13
returned,20
returning,4
returns,2
reunite,1
reuse,1
reveal,4
reveals,1
revenge,9
reverberated,1
reverend,5
reverse,2
reviews,1
revive,1
revolting,7
reward,7
rex,1
rhino,1
rhinoceros,37
rhinos,1
rhinostossterisses,1
rhubarb,1
rhyme,3
rhymes,5
rhyming,1
rhythm,1
rhythmic,2
rhythms,1
rib,1
ribbon,13
ribbons,10
ribs,4
rice,17
rich,24
riches,3
richest,1
Rickie,1
rid,19
riddance,1
riddled,2
riddles,1
ride,36
rider,2
rides,9
ridiculed,1
ridiculous,15
ridiculously,1
riding,21
rigged,2
rigging,1
right,455
rights,5
rigid,1
riiiiip,1
rim,10
rimmed,2
rims,1
ring,48
Ringbeller,2
ringed,1
ringing,5
ringlepox,1
ringlets,1
ringo,1
rings,8
rinsed,1
riot,1
rip,2
ripe,7
ripening,1
ripens,1
ripped,1
ripping,2
rippled,3
ripples,1
rippling,1
rips,2
rise,11
risen,2
riser,1
rising,4
risk,1
risking,1
Rita,1
Rita_Sinclair,2
riter,1
ritten,1
ritual,1
rival,1
river,33
rivers,9
ro,1
road,87
roads,5
Roald,1
Roald_Dahl's,1
roam,3
roamed,3
roaming,1
roar,20
roared,29
roarers,1
roaring,6
roarrrr,1
roarrrrrr,1
roars,4
roast,2
roasted,6
rob,1
robbed,1
robber,7
robbing,1
robe,6
Robert_Leeson,1
robes,3
robin,6
robins,1
Robinson,58
Robinson's,4
Robinsons,6
robot,5
robs,1
rock,60
rocked,1
rocket,10
rocketing,2
rockets,4
rocking,8
rocks,19
rocky,4
rod,2
rode,12
roe,1
Roedean,1
rog,1
roger,14
roger's,2
Rogers,1
rogue,1
role,1
roll,30
rolled,53
roller,4
rollicking,1
rolling,6
rolls,7
roly,4
Roly_Poly,33
roman,17
romance,1
romans,3
rommytot,1
romped,1
romping,1
Roo,2
roof,51
roofed,2
roofs,3
rooftop,7
rooftops,6
rooks,2
room,314
rooms,9
roost,6
rooster,1
roosting,3
root,3
rooted,1
Rootin_Tootin,1
rootle,1
roots,3
rope,16
ropes,5
rose,59
Rose,17
rose's,2
Rose's,1
rosemary,1
Rosemary,42
Rosemary's,8
roses,6
rosey,1
Rosie,1
rosy,6
Rosy_Primrose,3
rotbungling,1
Rotrasper,1
rots,2
rotsome,6
rotten,19
Rottenmeier,20
rough,9
round,270
roundabout,2
rounded,2
rounder,3
routine,1
routines,1
row,23
rowboat,2
rowed,1
rowing,6
rowr,1
rows,8
royal,67
royally,2
royalty,4
rrrran,1
rrrrecord,1
rrrrraaabbiittt,2
rrrrrabbbbittt,1
rrrrrrr,1
rrrrrrrrrrrrumble,1
RSPCA,1
rub,8
rubbed,14
rubber,5
rubbers,1
rubbing,10
rubbish,22
rubble,1
rubbsquash,2
rubies,1
rubs,2
ruby,17
Ruby,48
ruby's,4
Ruby's,6
rucksack,1
ruddy,1
rude,70
rudely,4
ruder,2
rudest,1
Rudolph,6
rudy,5
Rudy,1
ruff,1
ruffled,5
ruffles,2
ruffling,2
rug,10
rugged,1
rugs,3
ruin,4
ruined,7
rule,9
ruler,3
rulers,3
rules,24
rum,1
rumba,10
rumble,4
rumbled,4
rumbling,5
rummaged,6
rummaging,3
rump,1
rumpled,1
Rumpledumpus,1
Rumplestiltskin's,1
rumpus,1
run,116
runaway,3
runaways,1
runner,2
runners,1
running,94
runny,3
runs,15
runt,9
runty,5
rush,6
rushed,22
rushes,3
rushing,16
rustle,4
rustled,1
rustling,5
rusty,1
Ruth_Ainsworth,1
ruthlessly,1
s,10
saaaadddd,1
sack,17
sacked,1
sacred,3
sacrifice,2
sacrifices,1
sad,91
sadder,5
saddle,10
saddler,4
Sadie,20
sadly,24
sadness,10
safari,1
safaris,1
safe,40
safely,16
safer,1
safety,3
sagacity,1
sage,2
saggy,1
said,4813
sail,16
sailed,6
sailing,5
sailor,3
sailors,1
sails,3
sainted,1
sake,7
sakes,1
salad,13
salads,1
salami,1
sale,9
sales,1
saliva,1
sally,11
Sally,6
salmon,1
salon,4
salsa,2
salt,7
saltiness,1
salty,2
saluted,2
saluting,1
Sam,93
Sam's,7
Samantha,2
same,131
Sammy,2
sample,1
sampled,1
samurai,1
sanctuary,1
sand,28
sand_witches,1
sandal,7
sandals,4
sandcastle,2
sandcastles,1
sandpit,4
sands,1
sandwich,10
sandwiches,19
sandy,18
sang,48
sank,10
Santa,10
Santa_Claus,3
Santa's,1
Santas,1
saplings,1
sapphire,3
Sarah,47
sarcastically,1
sardine,3
sardines,3
sat,157
satchel,1
sateen,1
satin,11
satiny,1
satisfaction,2
satisfactory,1
satisfied,5
satsuma,1
satsumas,6
saturday,28
sauce,11
saucepan,37
saucepanful,2
saucepans,2
saucer,8
saucers,7
sauna,2
sauntering,1
Saurians,3
sausage,5
sausages,19
savanna,1
save,28
saved,17
saves,1
saving,12
savor,1
savoring,1
saw,258
sawdust,2
sawed,2
sawing,1
sawn,2
saxophone,1
say,300
saying,84
says,178
scab,4
scale,1
scales,8
scalp,6
scalping,1
scaly,6
scampered,8
scampering,2
scan,1
scanning,1
scar,1
scarab,1
scarcely,3
scare,20
scarecrow,2
scared,77
scaredy,9
scarf,18
Scarface_Claw,2
scarier,5
scariest,20
scarily,1
scaring,10
scarlet,8
scary,84
scat,1
scatter,2
scattered,7
scattering,2
scene,4
scenic,1
scent,4
scented,2
sceptre,6
scheduled,2
scheme,1
schemes,1
Schnitzel_Von_Krumm,2
schnozzles,1
school,169
school_chiddlers,2
schools,4
schplopp,1
schwee_click,1
schwee_schwee,2
science,9
scientist,1
scientists,1
scissors,17
scoffed,5
scold,1
scolded,2
scolding,1
scoleciphobia,1
scones,1
scoop,3
scooped,16
scooter,3
scorching,2
score,15
scored,2
scoring,3
scornful,2
scornfully,2
Scotch_hopper,1
Scotland,3
Scott,1
scoundrel,1
scour,1
scout,14
scouts,4
scowl,1
scowled,20
scowling,4
scowls,1
scrabble,1
scrabbled,1
scrabbling,2
scraggly,1
scramble,1
scrambled,16
scrambling,2
scrap,2
scrape,3
scraped,3
scrapings,1
scraps,4
scratch,10
scratched,12
scratching,8
scratchy,1
scrawny,3
scream,35
screamed,77
screamin,1
Screamin_Demon,1
screaming,33
screams,15
screech,5
screeched,25
screeching,3
screechy,3
screen,10
screens,1
screw,5
screwdriver,1
screwdrivers,1
screwed,4
screws,2
screwy,1
scribble,1
scribbled,3
scrotty,4
scrub,2
scrubbed,4
scrubbing,3
scruffiest,2
scruffy,4
scrumdiddlyumptious,7
scrumplet,1
scrumptious,1
scrunch,1
scrunching,1
scuba,2
scuddle,1
scuddling,3
scuff_scuff,1
scuffed,3
scuffle,1
scuffling,1
sculling,1
sculpture,1
Scumbo,2
scumpering,1
Scumscrewer,1
scurried,2
scurry,2
scurrying,2
scuttle,2
scuttled,7
scuttling,2
scythe,4
se,1
sea,131
sea_snail,1
sea's,1
seafood,1
seagrass,3
seagull,1
seahorse,2
seahorses,1
seal,15
seal's,2
sealed,1
seals,3
search,18
searched,20
searching,9
searchlights,1
seas,3
seashells,1
seashore,1
seaside,6
season,2
season's,1
seasons,1
seat,32
seated,2
seats,8
seaweed,16
Sebastian,6
sec,2
second,76
seconds,17
secret,61
secretly,5
secrets,15
section,3
secured,1
securely,1
securities,1
see,601
seed,6
seedlings,1
seeds,13
seeeee,1
seeing,38
seek,23
seeker,1
seeking,3
seeks,1
seem,35
seemed,118
seemingly,1
seems,16
seen,116
sees,14
seize,2
seized,2
seizing,2
seldom,2
selected,1
selecting,1
selection,3
self,4
selfish,2
sell,7
selling,1
sellotape,4
semolina,1
send,24
sending,7
sends,1
senior,1
seniors,1
sensation,2
sense,18
sensed,1
senses,2
sensible,7
sensibly,1
sensitive,4
sent,51
sentence,8
sentences,1
sentry,1
separate,8
separately,2
separating,1
September,2
septicous,1
series,2
serious,17
seriously,2
servant,7
servant's,1
servants,9
serve,4
served,2
serves,4
service,3
serving,3
Sesemann,7
sesqui,1
sesquipedalian,2
set,78
sets,4
setting,4
settle,4
settled,20
settler,1
settling,4
seven,85
seventeen,5
seventeenth,1
seventh,2
seventy,5
several,26
severe,1
severed,1
sew,2
sewage,1
sewed,4
sewer,2
sewing,4
shabby,2
shack,12
shade,3
shades,1
shadow,65
shadows,26
shadowy,5
shady,4
shaggy,3
shake,23
shaken,2
shakes,5
Shakespeare,1
shaking,20
shaky,1
shall,127
shally,1
shambled,1
shambles,1
shame,18
shampoo,5
shampooing,1
shan't,5
shape,23
shaped,23
shapes,9
share,22
shared,6
sharer,1
shares,2
sharing,8
shark,8
sharks,1
sharp,36
sharpening,1
sharpest,2
sharply,9
shattered,3
shave,1
shaving,5
shawl,2
shays,1
she,2798
she'd,51
she'll,19
she's,105
shed,34
shedding,1
sheds,1
sheep,17
sheep's,1
Sheepdip,1
sheepishly,1
sheeprot,1
sheepskin,1
sheer,4
sheet,18
sheets,7
Sheila_Lavelle,1
shelf,30
shelfs,1
shell,29
shells,16
shelter,3
sheltered,1
shelves,21
shepherd,1
shepherds,3
sherbets,1
Sherena,6
Sherlock_Bones,1
sherry,1
shh,20
shhhh,1
shied,1
shields,1
shifted,1
shifting,1
shilly,1
shimmer,2
shimmering,3
shimmied,1
shimozzle,1
shine,17
shines,1
shiniest,1
shining,18
shiny,30
ship,29
ship's,3
ships,2
shipshape,1
shipwreck,3
Shirley_Climo,1
shirt,18
shirt's,5
shiver,8
shivered,10
shivering,4
shivers,1
shivery,2
Shnipp,17
Shnipp's,2
shoal,1
shock,20
shocked,9
shocker,2
shoe,41
shoelace,1
shoeless,1
shoes,81
shone,9
shoo,2
shooed,3
shook,58
shoot,5
shooted,1
shooter,7
shooting,18
shootling,2
shoots,1
shop,77
shopping,30
shops,9
shore,8
shores,1
short,44
shortage,2
shortcut,1
shorten,1
shortened,1
shorter,2
shorts,5
shot,22
shotguns,1
should,159
should've,1
shoulder,29
shouldered,1
shoulders,19
shouldn't,14
shout,23
shouted,272
shouting,41
shouts,11
shouty,1
shove,3
shoved,10
shovelled,3
shovelling,1
shoving,3
show,108
showed,37
shower,7
showered,1
showering,1
showers,1
showing,30
shown,14
shows,10
shrank,4
shredded,1
shreddies,1
shreds,1
Shrek,1
shrew,3
shrews,1
shriek,7
shrieked,92
shrieking,9
shrill,3
shrilled,1
shrimp,4
shrimps,1
shrink,9
shrinker,5
shrinkers,1
shrinking,13
shrinks,13
shrivelled,1
shrivelly,2
shrugged,12
shrunk,7
shrunken,6
shudder,1
shuddered,1
shuddering,1
shudders,1
shuffled,1
shuffles,1
shuffling,2
shushing,1
shut,69
shutter,2
shutting,1
shy,10
shyly,3
siamese,2
sick,29
sickable,1
sicker,1
sickly,2
sickness,1
sicky,1
side,120
sideboard,7
sidelines,1
sides,15
sidewalk,1
sideways,8
sidled,3
sifted,1
sigh,16
sighed,53
sighs,3
sight,51
sighted,1
sights,1
sign,30
signalled,1
signals,1
signature,1
signed,5
significant,1
signposting,2
silence,34
silent,20
silently,15
silhouette,1
silk,8
sill,19
sillier,2
silly,83
silver,43
silvery,9
similar,2
Simkin,42
Simkin's,2
Simmons,3
Simon,1
Simon's,6
Simone,8
Simone's,1
Simpkins,1
simple,16
simpler,1
simplicity,1
simply,42
sin,2
since,38
sincerely,2
Sinclair,15
sing,36
Singapore,1
singer,2
singing,54
single,32
sings,4
sink,12
sinking,2
sinks,1
Sioux,1
sip,2
sipped,4
sippi,1
sipping,2
sips,1
sir,18
sire,3
Sirius,1
sister,108
sister's,7
sisters,18
sit,220
sits,7
sitting,132
situation,3
six,133
sixpence,1
sixteen,6
sixty,1
size,42
sized,10
sizes,3
sizzlepan,1
sizzling,5
skate,7
skateboard,1
skaters,1
skates,3
skating,2
skedaddled,1
skeleton,14
skeletons,3
sketch,3
sketches,2
skiddling,2
skies,4
skiing,1
skill,1
skilled,2
skills,1
skillywiggler,2
skim,1
skimmed,1
skimming,2
skin,31
skinny,10
skins,3
skip,3
skipped,4
skipping,3
skips,2
skirt,7
skirts,1
skis,2
skitter_scatter,1
skookums,2
skool,1
skulking,1
skull,7
skulls,2
skumping,1
skunk,2
skunks,2
sky,88
sky's,1
skyline,1
skyscrapers,2
slab,2
slam,3
slammed,7
slamming,5
slanting,1
slap,6
slapped,1
slapping,1
slash,1
slashed,1
slashing,1
slate,1
slave,4
slaving,1
slay,1
slayers,1
sledge,1
sleep,127
sleeper,1
sleepily,3
sleeping,55
sleepless,2
sleepover,15
sleepovers,2
sleeps,3
sleepwalker,1
sleepwalking,1
sleepy,12
sleeve,11
sleeved,1
sleeves,1
sleigh,11
sleighing,1
slender,1
slept,20
slice,12
sliced,2
slices,5
slicing,3
slid,7
slide,18
sliding,3
slidy,2
slight,1
slightest,6
slightly,15
slim,8
slime,11
Slime_wanglers,1
slimiest,3
slimy,13
sling,1
slink,2
slinking,1
slip,13
slipped,32
slipper,3
slippers,17
slippery,9
slipping,7
slips,6
slither,2
slithered,6
slithering,2
slits,1
slitting,1
slob,2
slog,1
slop,1
slope,6
slopgroggled,1
slopped,1
sloppiness,1
slopping,1
sloppy,1
slosh,2
sloshbuckling,1
sloshed,4
sloshflunking,1
sloshing,1
slot,6
slow,25
slowed,6
slower,1
slowing,2
slowly,93
slows,1
sludge,2
sludgy,1
slug,2
slugs,14
slumbering,2
slump,1
slumped,4
slung,4
slunk,8
slurped,3
slurping,2
slushbungle,2
slutch,1
sly,2
slyly,1
smack,3
smacked,1
smacking,1
small,197
smaller,24
smallest,14
smart,27
smarter,2
smartest,6
smartly,2
smash,7
smashed,4
smashing,3
smear,2
smeared,6
smearing,2
smell,56
smelled,12
smelling,2
smells,12
smelly,16
smelt,5
smile,50
smiled,122
smiles,9
smiley,1
smiling,25
smirk,1
smirked,1
smirking,2
Smith,2
smithereens,1
smoke,15
smoked,6
smoking,1
smoky,4
smooth,11
smoothed,3
smoothly,5
smothered,4
smudgy,1
smuggling,1
smugly,1
sn,2
snack,7
snacked,1
snacking,1
snacks,6
snaffled,1
snag,1
snail,53
snail's,1
snails,23
snake,51
snake's,3
snakes,12
snaking,1
snaky,1
snap,7
snapdragon,1
snapped,31
Snapperwhippers,1
snaps,1
snare,1
snarl,1
snarled,14
snarling,3
snarls,1
snatch,14
snatched,23
snatcher,1
snatching,10
sneak,10
sneaked,17
sneaker,1
sneakiest,1
sneaking,3
sneaks,2
sneaky,1
sneering,9
sneeze,15
sneezed,25
sneezes,2
sneezing,4
snickered,1
snickering,9
sniff,36
sniffed,15
sniffer,1
sniffing,5
sniffled,2
sniffles,1
sniffs,1
sniffy,1
snigger,1
sniggered,1
sniggler,1
snip,11
snipped,2
snips,1
snipsy,1
snitched,1
snitchet,1
snitching,5
snitchy,1
snivelled,1
snivelling,1
snnnooorrre,1
snob,1
snobby,1
snooped,1
snooty,1
snooze,1
snoozie,1
snoozing,3
snoozling,1
snore,11
snored,6
snores,1
snoring,23
snorkel,3
snorkelling,1
snorkles,1
snort,3
snorted,11
snorting,3
snortle,1
snortling,2
snorts,1
snout,7
snow,57
snow's,1
snowball,3
snowdrop,1
snowdrops,2
snowed,1
snowflake,1
snowflakes,3
snowing,1
snowman,2
snowmen,3
Snowpuff,4
snows,2
snowstorm,3
snowy,3
Snozzcumber,25
Snozzcumbers,19
snozzle,1
snozzling,1
snubbed,1
snuck,1
snuffle,2
snuffled,1
snuffles,1
snuffling,1
snug,7
snuggle,1
snuggled,4
snuggling,1
snuggly,2
snugly,2
Snushell,3
Snushell's,6
so,1264
soaked,6
soaker,3
soaking,2
soap,17
soaps,1
soapy,3
soared,4
sob,2
sobbed,11
sobbing,1
socializing,1
societies,1
society,2
sock,19
sockets,2
socks,23
soda,2
sofa,34
sofas,2
soft,46
softball,1
soften,1
softest,2
softly,20
softness,1
sog,1
soggy,4
soil,6
sold,7
soldier,11
soldiers,30
sole,1
solemn,4
solemnly,7
solid,2
solitary,1
Solly,2
Solomon,2
Solomon's,1
solos,1
solution,1
solve,1
solved,1
some,443
somebody,23
somebody's,1
someday,5
somehow,12
someone,105
someone's,9
somersault,2
somersaulting,1
somersaults,4
something,293
something's,2
sometime,2
sometimes,83
somewhat,1
somewhere,27
somniphobia,1
somnus,1
son,14
son's,1
sonar,1
song,41
songbirds,1
songs,13
sons,2
soo,1
soon,175
sooner,9
soonest,2
soooooooooo,1
soot,3
soothe,2
soothed,1
soothing,1
soothingly,1
Sophie,600
Sophie_Johnson,2
Sophie's,26
sophistication,1
sopping,2
Soraya,4
sorbet,1
sorcerer,1
sore,15
sorrel,4
Sorrel,1
sorrow,1
sorrowful,1
sorrowfully,1
sorry,106
sort,65
sorted,3
sorting,1
sorts,16
sory,1
SOS,2
soul,5
soulful,1
souls,1
sound,100
sounded,35
sounding,5
soundly,6
sounds,34
soup,8
sour,47
sourer,1
souri,1
sourly,5
south,16
souvenir,1
souvenirs,2
sovereign,1
sow,5
sown,1
sows,4
sox,1
space,21
spacemen,1
spaces,2
spaceship,1
spaceships,1
spaceships's,1
spade,5
spades,2
spaghetti,13
spaghetti's,1
spangly,1
spaniel,1
spanish,4
spank,1
spanner,1
spare,7
spark,2
sparking,1
sparkle,3
sparkled,3
sparkler,2
sparklers,2
sparkles,3
sparkling,9
sparkly,6
sparks,5
sparrow,2
sparrows,8
spat,7
spattered,1
spattering,1
speak,23
speaking,21
speaks,2
special,72
specializes,1
specially,5
specimen,1
speck,2
specks,3
specs,2
spectacle,1
spectacular,10
spectator,1
spectators,3
spectre,1
sped,11
speech,12
speeches,2
speechless,2
speed,23
speedboat,3
speedboats,1
speeding,1
speeds,2
speke,1
spell,15
spellbinding,1
spelled,1
spelling,4
spells,6
spend,11
spending,4
spent,17
spew,1
spheshal,1
spi_spi_spider,1
spice,2
spices,1
spicy,2
spider,24
Spider_man,3
spider's,1
spiderfish,2
spiders,13
spied,2
spies,2
spigot,3
spikes,4
spikesticking,3
spiky,8
spill,1
spilled,3
spilling,2
spills,1
spilt,2
spin,14
spinach,3
spindels,1
spindly,2
spine,8
spinning,13
spins,3
spiral,1
spire,3
spirit,3
spirits,2
spissing,1
spit,5
spitball,1
spite,3
spiteful,1
spitting,9
splash,29
splashed,9
splashes,2
splashing,6
splashplunking,1
splashy,1
splat,7
splatch_winkling,1
splatted,1
splaying,1
splendid,21
splendidly,2
spliffling,1
splinter,2
splinters,1
splish,6
split,5
splits,1
splitting,1
splitzwiggled,1
splodge,22
splongy,1
splosh,22
sploshed,1
sploshing,1
splutter,1
spluttered,10
spluttering,1
splutters,1
spoil,4
spoiled,2
spoilt,1
spoke,30
spoken,3
spokes,1
sponge,9
sponges,2
spook,4
spooked,3
spookiest,1
spooking,2
spooks,7
spooktacles,1
spooky,20
spoon,35
spoondrift,1
spoonful,17
spoonfuls,3
spoons,1
sport,8
sporting,2
sports,8
spot,29
spotless,7
spotlight,2
spots,24
spotted,39
spotter's,1
spotting,5
spotty,10
spout,3
spouted,2
spouts,1
sprang,11
sprawled,6
sprawls,1
spray,6
sprayed,4
spraying,2
sprays,4
spread,28
spreading,4
spreads,2
spring,36
springs,3
springtime,4
springy,1
sprinkle,1
sprinkled,2
sprinkles,2
sprinkling,1
sprint,1
sprinted,1
sprinting,1
sprints,1
sprites,14
sprout,1
sprouted,1
sprouting,1
sprouts,1
spruce,1
sprung,3
spume,1
spun,7
spunky,1
spurt,1
spurts,1
spy,22
spying,2
squabble,1
squabbling,1
squackling,2
squak,1
square,17
squared,3
squarreling,1
squash,47
squashed,6
squashing,2
squashy,4
squat,1
squatting,1
squatty,1
squawk,10
squawked,5
squawking,3
squawks,1
squeak,11
squeaked,19
squeaker,1
squeaking,5
Squeakpip,1
Squeakpips,1
squeaks,2
squeaky,14
squeal,2
squealed,20
squealing,2
squeals,2
squeeze,26
squeezed,12
squeezes,1
squeezing,1
squelch,5
squelched,2
squelchers,1
squelching,1
squelchy,3
squerch,5
squib,1
squibbling,2
squid,3
squiddler,1
squidgiest,1
squidgy,2
squiff_squiddled,1
Squifflerotter,1
Squifflerotters,1
squiffling,1
squiffy,1
squiggled,2
squiggler,1
squigglers,1
squiggles,1
Squigglesford,1
squiggling,2
squiggly,4
squiiiiish,1
squimpy,1
squinkers,1
squinky,1
squinting,3
squirm,10
squirmed,2
squirming,4
squirrel,26
squirrel's,2
squirrels,7
squirt,4
squirted,3
squirting,5
squirts,1
squish,11
squishing,2
squishy,11
Squishy_Mcfluff,3
squishy's,3
squizzly,1
squoggle,1
ssh,1
sssch,1
St_Ives,1
stable,8
stables,2
stack,2
stacked,2
staff,1
stag,3
stage,20
stagger,1
staggered,9
staggering,3
stain,1
stained,2
stair,1
staircase,2
staircases,1
stairs,52
stairways,1
stake,2
stale,2
stalk,1
stalked,2
stalks,3
stall,5
stallion,3
stalls,4
stammered,5
stamp,11
stamped,8
stampeded,3
stamping,4
stamps,5
stand,53
standard,1
standards,1
standing,53
stands,8
stank,2
Stanley,2
star,52
starched,1
stardom,2
stardust,2
stare,8
stared,69
stares,1
starfish,8
stargazing,1
staring,37
starlings,2
starring,1
stars,60
start,86
started,127
starting,16
startled,11
starts,12
starve,3
starving,5
stash,3
state,5
stated,2
statement,1
states,1
station,24
stationery,5
stations,1
statue,5
statues,4
stay,111
stayed,34
staying,15
stays,4
steadied,1
steadily,1
steady,4
steak,1
steaks,1
steal,9
stealing,6
steam,11
steamed,1
steaming,2
steamy,1
steeds,1
steel,4
steep,5
steeplejack,1
steeply,1
steer,2
steered,2
steering,2
stegosaurus,3
stem,3
stemmed,1
stems,3
step,37
stepdaughter,1
stepmother,8
stepped,33
stepping,9
steppy,2
steps,34
stepsister,1
stepsisters,1
stern,2
sternly,4
stethoscope,5
Steve,48
Steve's,10
Steven,6
stew,4
steward,1
steward's,1
stewards,3
stick,133
stick's,1
sticker,2
stickers,7
stickier,1
sticking,26
sticks,23
sticky,35
sties,1
stiff,5
stiffened,3
stiffly,2
stile,1
still,291
Stilton,1
stilts,1
sting,1
stinger,1
stinging,9
stings,1
stink,6
stinkers,1
stinking,1
stinky,10
stippy,2
stir,16
stirred,17
stirring,5
stirrings,1
stitch,1
stitched,1
stitching,1
stock,4
stocked,1
stocking,4
stockings,6
stole,11
stolen,4
stomach,12
stomach's,1
stomachache,2
stomachs,1
stomp,4
stomped,12
stomping,2
stone,43
stones,14
stony,4
stood,164
stool,7
stools,2
stoop,1
stooped,2
stooping,1
stop,181
stopped,137
stopper,1
stopping,15
stops,8
store,13
store's,1
stories,43
storing,1
stork,2
stork's,2
storks,3
storm,15
stormed,2
storming,1
stormy,5
story,74
stoutly,1
stove,8
straggly,1
straight,77
straightaway,2
straighten,3
straightened,5
straightforward,2
strain,1
strange,52
strangely,3
stranger,3
strangers,2
strangest,1
strangled,2
strapped,1
strate,1
strategically,1
straw,26
strawberries,5
strawberry,4
strawbunkles,1
straws,1
stray,3
streak,3
streaking,1
stream,19
streamers,2
streaming,1
street,75
streets,18
strength,9
stretch,4
stretched,27
stretcher,1
stretches,2
stretching,12
stretchy,1
strewn,2
stricken,1
strict,6
strictly,2
stride,5
strides,4
striding,4
strike,5
strikes,1
striking,3
string,41
strings,8
stringy,2
strip,1
stripe,1
striped,7
stripes,4
stripped,2
strips,3
stripy,14
strode,14
stroke,2
stroked,11
stroking,2
stroll,4
strolled,5
strong,52
stronger,9
strongest,1
struck,10
strudel_noodle,2
struggle,1
struggled,6
struggling,4
strumming,1
stubborn,1
stubbornly,1
stubby,3
stuck,89
studded,2
student,3
students,3
studied,5
studies,1
studio,1
study,5
studying,1
stuff,52
stuffed,10
stuffing,6
stuffy,1
stumble,6
stumbled,3
stumbles,1
stumbling,1
stump,8
stumped,1
Stumpers,32
stumpy,3
stung,5
stunned,2
stunner,1
stunted,1
stupendously,1
stupid,36
stupidity,1
stupids,1
sturdy,2
stutter,2
sty,2
style,3
stylish,1
su,1
Su,1
subdued,1
subject,11
subjects,7
substituting,1
suburban,3
succeed,3
succeeded,3
success,3
successful,3
such,122
suck,5
sucked,3
sucking,1
suckling,1
suction,1
sudden,17
suddenly,137
suddenness,1
sue,1
suffer,3
suffering,3
suffice,1
suffocate,1
sugar,25
sugarpuff,1
sugary,2
suggest,3
suggested,9
suggestion,1
suit,12
suitable,2
suitcase,18
suitcases,3
suite,3
suiting,1
suits,1
sulked,3
sulker,1
sulkily,1
sulking,1
sulky,2
sullen,1
sullenly,1
Sulley,1
Sullivan,4
sultan,5
sultana,1
sultanas,1
sum,1
summer,35
summer's,2
summertime,2
summits,1
summon,1
sumptuous,1
sums,3
sun,107
sun's,1
sunburned,1
sunburnt,2
sunday,8
sundays,1
sunderful,1
sundown,1
sunfish,2
sunglasses,4
sunk,5
sunken,1
sunlight,10
sunniest,1
sunny,12
sunrise,1
sunset,5
sunshine,17
suntan,1
super,38
superb,6
superfoam,1
superglued,1
superhero,2
supermarket,18
supersoaker,1
superstar,2
superwhite,1
superworm,44
superworm's,2
supped,2
supper,45
supper's,1
suppers,3
suppertime,1
supplied,1
supplies,3
supply,3
supported,1
supporters,2
suppose,33
supposed,27
supreme,1
sure,183
surely,22
surface,5
surfaces,1
surfs,1
surgeons,1
surname,1
surprise,47
surprised,30
surprises,1
surprising,2
surprisingly,2
Surrey,3
surround,1
surrounded,4
surrounding,2
survey,1
surveying,1
survival,2
survive,2
survived,2
Susan,136
Susan's,4
sushi,1
suspect,4
suspecting,1
suspended,3
suspichy,1
suspicious,5
suspiciously,6
Suzy,31
Suzy's,1
swag,2
swaggered,3
swalloping,1
swallow,7
swallowed,29
swallowing,2
swallows,2
swam,9
swamp,3
swamped,1
swamps,2
swan,8
swan's,2
swance,1
swanced,1
swap,13
swapped,2
swaps,1
swarm,1
swash,1
swashboggling,1
swashbuckle,1
swashing,1
swashy,5
swatchwallop,1
sway,4
swayed,11
swaying,15
swazzle,1
swear,5
sweat,5
sweater,1
sweating,1
sweaty,2
Sweden,8
swedes,3
sweep,4
sweeping,18
sweet,42
sweeter,3
sweetest,2
sweetie,1
sweetly,14
sweets,49
swell,3
swelling,3
swept,16
swerving,1
swift,2
swiftly,5
swig,1
swiggle,1
swiggles,1
swiggling,2
swim,16
swimmeling,2
swimmer,4
swimmers,2
swimming,21
swims,2
swindled,1
swine,3
Swinebuggler,1
swing,11
swinging,11
swings,1
swipe,3
swiped,1
swiping,1
swirled,2
swirling,9
swirls,1
swish,10
swished,4
Swishfiggler,1
swishing,2
swishwiffling,1
swishy,5
swiss,1
switch,4
switched,7
switchfiddling,2
swivel,4
swivelled,3
swivelling,1
swivels,1
swizzfiggling,1
swizzle,2
swobble,1
swoggles,1
swogswalloped,1
swollop,1
swolloping,1
swoop,1
swooped,10
swooping,4
swooshed,1
swooshing,1
sword,8
swords,3
swore,1
sworn,4
swultering,1
swung,10
Syd,18
Syd's,1
syllable,1
symbol,2
sympathetically,1
sympathy,1
synchronized,3
syringe,1
syringes,1
syrup,5
system,9
t,12
ta,5
ta_da,1
tabby,2
table,143
tablecloth,2
tables,7
tablespoon,1
tablespoons,1
tack,1
Tacky,5
tact,1
tactful,1
tadpoles,6
taffeta,1
tag,1
tagged,1
tail,132
tail's,1
tailache,1
tailor's,1
tails,17
taint,1
take,228
takeaway,3
taken,31
taker,1
takes,15
taking,47
talcum,1
tale,20
talent,17
talented,2
talents,5
